dcterms:identifier,slug,sdo:claimReviewed,dcterms:hasFormat,archive.org id,dcterms:hasFormat [2],dcterms:description,dcterms:title 3,dcterms:created,Date,Kind,dcterms:creator,role,Type,VIAF ID,dcterms:spatial,sdo:itemLocation,dcterms:title,dcterms:title 1,k,dcterms:title 2,dcterms:contributor,dcterms:language,dcterms:language uri,Language (Title),Language (Title) uri,Notes,dcterms:isPartOf,Title (Goldman-Kinsberg),Goldman-Kinsberg ID,Penn Shelfmark,WorldCat,HathiTrust,thumbnail,Google Books,Internet Archive,Other Digital,latitude,longitude,dcterms:creator ^^uri,ISO 639-3 code,Library Digital Copy,Library WorldCat,testing,Getty Thesaurus of Geographic Names ID,Description,dcterms:spatial ^^uri,tags
0001,0001,,"<iframe src=""https://archive.org/embed/bim_early-english-books-1475-1640_the-happiness-of-a-peopl_hubbard-william_1676"" width=""560"" height=""384"" frameborder=""0"" webkitallowfullscreen=""true"" mozallowfullscreen=""true"" allowfullscreen></iframe>",bim_early-english-books-1475-1640_the-happiness-of-a-peopl_hubbard-william_1676,https://iiif.archive.org/iiif/2/bim_early-english-books-1475-1640_the-happiness-of-a-peopl_hubbard-william_1676/manifest.json,"Hubbard, William. The Happiness of a People In the Wisdome of their Rulers Directing And in the Obedience of their Brethren Attending Unto what Israel ougho [!] to do: Recommended in a Sermon Before the Honourable Governour and Council, and the Respected Deputies of the Mattachusets [!] Colony in New-England. Preached at Boston, May 3d. 1676, being the day of Election there. … Boston: Printed by John Foster, 1676. [8], 63 p.","The Happiness of a People In the Wisdome of their Rulers Directing And in the Obedience of their Brethren Attending Unto what Israel ougho [!] to do: Recommended in a Sermon Before the Honourable Governour and Council, and the Respected Deputies of the Mattachusets [!] Colony in New-England. Preached at Boston, May 3d. 1676, being the day of Election there. …",1676,-9277718400,,William Hubbard,,,http://viaf.org/viaf/11271021,"Boston, MA",CSmH | CSt | CtY-B | DLC | ICN | MB | MH-H | MWA | NHi | NN | PSt | RPJCB | ViU,The happiness of a people in the wisdome of their rulers directing and in the obedience of their brethren attending unto what Israel ougho to do,"The Happiness of a People In the Wisdome of their Rulers Directing And in the Obedience of their Brethren Attending Unto what Israel ougho [!] to do: Recommended in a Sermon Before the Honourable Governour and Council, and the Respected Deputies of the Mattachusets [!] Colony in New-England. Preached at Boston, May 3d. 1676, being the day of Election there. …",,,Printed by John Foster,English,http://id.loc.gov/vocabulary/languages/eng,,,Evans 214.,"Chronological File, 1676 to 1900",,,,http://www.worldcat.org/title/happiness-of-a-people-in-the-wisdome-of-their-rulers-directing-and-in-the-obedience-of-their-brethren-attending-unto-what-israel-ougho-sic-to-do-recommended-in-a-sermon-before-the-honourable-governour-and-council-and-the-respected-deputies-of-the-mattachusets-sic-colony-in-new-england/oclc/318374406?referer=br&ht=edition,,https://archive.org/download/bim_early-english-books-1475-1640_the-happiness-of-a-peopl_hubbard-william_1676/page/title.jpg,,,,42.360277777777775,-71.05777777777777,https://www.wikidata.org/wiki/Q8012613,,,Penn State.,Q100,7013445,"Hubbard, William. The Happiness of a People In the Wisdome of their Rulers Directing And in the Obedience of their Brethren Attending Unto what Israel ougho [!] to do: Recommended in a Sermon Before the Honourable Governour and Council, and the Respected Deputies of the Mattachusets [!] Colony in New-England. Preached at Boston, May 3d. 1676, being the day of Election there. … Boston: Printed by John Foster, 1676. [8], 63 p.

Evans 214.

Copies: CSmH, CSt, CtY-B, DLC, ICN, MB, MH-H, MWA, NHi, NN, PSt, RPJCB, ViU.",http://sws.geonames.org/4930956/,"CHRISTIANITY,HUBBARD, WILLIAM,JOHN FOSTER,SERMONS (CHRISTIAN),THE HAPPINESS OF A PEOPLE IN THE WISDOME OF THEIR RULERS"
0002,0002,,"<iframe src=""https://archive.org/embed/severalpoemscomp00brad_0"" width=""560"" height=""384"" frameborder=""0"" webkitallowfullscreen=""true"" mozallowfullscreen=""true"" allowfullscreen></iframe>",severalpoemscomp00brad_0,https://iiif.archive.org/iiif/2/severalpoemscomp00brad_0/manifest.json,"[Bradstreet, Anne]. Several Poems Compiled with great variety of Wit and Learning, full of Delight ... By a Gentlewoman in New-England. The second Edition, Corrected by the Author, and enlarged by an Addition of several other Poems found amongst her Papers after her Death. Boston: Printed by John Foster, 1678. [14], 255, [1] p.","Several Poems Compiled with great variety of Wit and Learning, full of Delight ... By a Gentlewoman in New-England. The second Edition, Corrected by the Author, and enlarged by an Addition of several other Poems found amongst her Papers after her Death.",1678,-9214560000,,Anne Bradstreet,,,http://viaf.org/viaf/34473490,"Boston, MA",CSmH | CU | CtY-B | DLC | ICN | MB | MH-H | MWA | NhD | NN | NcU | PPL | RPJCB,"Several Poems Compiled with great variety of Wit and Learning, full of Delight ... By a Gentlewoman in New-England. The second Edition, Corrected by the Author, and enlarged by an Addition of several other Poems found amongst her Papers after her Death.","Several Poems Compiled with great variety of Wit and Learning, full of Delight ... By a Gentlewoman in New-England. The second Edition, Corrected by the Author, and enlarged by an Addition of several other Poems found amongst her Papers after her Death.",,,Printed by John Foster,English,http://id.loc.gov/vocabulary/languages/eng,,,“The Four Monarchyes” (pp. 69-191) and “Davids Lamentation for Saul and Jonathan” (pp. 215-16) are of Jewish interest. Evans 244.,"Chronological File, 1676 to 1900",,,,http://www.worldcat.org/title/several-poems-compiled-with-great-variety-of-wit-and-learning-full-of-delight-wherein-especially-is-contained-a-compleat-discourse-and-description-of-the-four-elements-constitutions-ages-of-man-seasons-of-the-year-together-with-an-exact-epitome-of-the-three-first-monarchyes-viz-the-assyrian-persian-grecian-and-beginning-of-the-romane-common-wealth-to-the-end-of-their-last-king-with-diverse-other-pleasant-serious-poems/oclc/12124914/editions?sd=desc&referer=br&se=yr&qt=facet_yr%3A&editionsView=true&fq=yr%3A1678,,https://archive.org/download/severalpoemscomp00brad_0/page/title.jpg,,,http://iNo Worldcat Recordoweb.newsbank.com/iw-search/we/Evans?p_action=doc&p_theme=eai&p_topdoc=1&p_docnum=1&p_sort=YMD_date:D&p_product=EVAN&p_text_direct-0=u433=%28%20244%20%29|u433ad=%28%20244%20%29&p_nbid=X60O5EUYMTQzMTAxOTMzNi45MTM2MzU6MToxNToxNjUuMTIzLjI1Mi4xMzA&p_docref=,42.360277777777775,-71.05777777777777,https://www.wikidata.org/wiki/Q242332,,No Worldcat Record,Library Co. Philadelphia; Rosenbach M & L; Temple U.,Q100,7013445,"[Bradstreet, Anne]. Several Poems Compiled with great variety of Wit and Learning, full of Delight ... By a Gentlewoman in New-England. The second Edition, Corrected by the Author, and enlarged by an Addition of several other Poems found amongst her Papers after her Death. Boston: Printed by John Foster, 1678. [14], 255, [1] p.

“The Four Monarchyes” (pp. 69-191) and “Davids Lamentation for Saul and Jonathan” (pp. 215-16) are of Jewish interest. Evans 244.

Copies: CSmH, CU, CtY-B, DLC, ICN, MB, MH-H, MWA, NhD, NN, NcU, PPL, RPJCB.",http://sws.geonames.org/4930956/,"BRADSTREET, ANNE,JOHN FOSTER,SEVERAL POEMS"
0003,0003,,"<iframe src=""https://archive.org/embed/bim_early-english-books-1641-1700_phaenomena-qu-dam-apoca_sewall-samuel_1697"" width=""560"" height=""384"" frameborder=""0"" webkitallowfullscreen=""true"" mozallowfullscreen=""true"" allowfullscreen></iframe>",bim_early-english-books-1641-1700_phaenomena-qu-dam-apoca_sewall-samuel_1697,https://iiif.archive.org/iiif/2/bim_early-english-books-1641-1700_phaenomena-qu-dam-apoca_sewall-samuel_1697/manifest.json,"Sewall, Samuel. Phænomena quædam Apocalyptica Ad Aspectum Novi orbis configurata. Or, some few Lines towards a description of the New Heaven As It makes to those who stand upon the New Earth. … Boston: Printed by Bartholomew Green and John Allen, And are to be sold by Richard Wilkins, 1697. [8], 60 p.","Phænomena quædam Apocalyptica Ad Aspectum Novi orbis configurata. Or, some few Lines towards a description of the New Heaven As It makes to those who stand upon the New Earth. …",1697,-8614944000,,Samuel Sewall,,,http://viaf.org/viaf/4919285,"Boston, MA",CtY-B | DLC | InU | MH-H | MWA | NjP | NN | RPJCB,"Phaenomena quaedam apocalyptica ad aspectum novi orbis configurata. Or, Some few lines towards a description of the new heaven as it makes to those who stand upon the new earth","Phænomena quædam Apocalyptica Ad Aspectum Novi orbis configurata. Or, some few Lines towards a description of the New Heaven As It makes to those who stand upon the New Earth. …",,,"Printed by Bartholomew Green and John Allen, And are to be sold by Richard Wilkins",English,http://id.loc.gov/vocabulary/languages/eng,,,"Running title: Of the New Heaven upon the New Earth. Rosenbach 6, Evans 813. For other ed., see entry 0021.","Chronological File, 1676 to 1900",,,,http://www.worldcat.org/title/phnomena-qudam-apocalyptica-ad-aspectum-novi-orbis-coNo Worldcat Recordigurata-or-some-few-lines-towards-a-description-of-the-new-heaven-as-it-makes-to-those-who-stand-upon-the-new-earth/oclc/12028312/editions?sd=desc&referer=br&se=yr&qt=facet_yr%3A&editionsView=true&fq=yr%3A1697,,,,,http://iNo Worldcat Recordoweb.newsbank.com/iw-search/we/Evans?p_action=doc&p_theme=eai&p_topdoc=1&p_docnum=1&p_sort=YMD_date:D&p_product=EVAN&p_text_direct-0=u433=%28%20813%20%29|u433ad=%28%20813%20%29&p_nbid=P50H4EPIMTQzMTAxOTk2NC4yNzYxMjk6MToxNToxNjUuMTIzLjI1Mi4xMzA&p_docref=,42.360277777777775,-71.05777777777777,https://www.wikidata.org/wiki/Q635786,,No Worldcat Record,Temple U.; Princeton U.;,Q100,7013445,"Sewall, Samuel. Phænomena quædam Apocalyptica Ad Aspectum Novi orbis configurata. Or, some few Lines towards a description of the New Heaven As It makes to those who stand upon the New Earth. … Boston: Printed by Bartholomew Green and John Allen, And are to be sold by Richard Wilkins, 1697. [8], 60 p.

Running title: Of the New Heaven upon the New Earth. Rosenbach 6, Evans 813. For other ed., see entry 0021.

Copies: CtY-B, DLC, InU, MH-H, MWA, NjP, NN, RPJCB.",http://sws.geonames.org/4930956/,"BARTHOLOMEW GREEN AND JOHN ALLEN,OF THE NEW HEAVEN UPON THE NEW EARTH,PHAENOMENA QUAEDAM APOCALYPTICA AD ASPECTUM NOVI ORBIS CONFIGURATA,RICHARD WILKINS,SEWALL, SAMUEL"
0004,0004,,"<iframe src=""https://archive.org/embed/faithoffathersor0000math"" width=""560"" height=""384"" frameborder=""0"" webkitallowfullscreen=""true"" mozallowfullscreen=""true"" allowfullscreen></iframe>",faithoffathersor0000math,,"Mather, Cotton. The Faith of the Fathers; Or, The Articles of the True Religion, All of them Exhibited In the Express Words of the Old Testament. Partly, To Confirm those who do profess that Religion of God, and His Messiah. But Chiefly, To Engage the Jewish Nation, unto the Religion of their Patriarchs; And, Bring down the Hearts of the Fathers into the Children, and the Disobedient unto the Wisdom of the Just; and so, To make Ready a People prepared for the Lord. … Boston: Printed by B. Green, and J. Allen, 1699. 24 p.","The faith of the fathers, or, The articles of the true religion : all of them exhibited in the express words of the Old Testament ; partly, to confirm those who do profess that religion of God, and His Messiah ; but chiefly, to engage the Jewish Nation unto the religion of their partriarchs (Mather, Cotton, 1663-1728 · 1699)",1699,-8551872000,,Cotton Mather,,,http://viaf.org/viaf/17264481,"Boston, MA",MB | MBAt | MH-H | NN | OCH | OU | PPAmP | ViU,"The Faith of the Fathers; Or, The Articles of the True Religion, All of them Exhibited In the Express Words of the Old Testament. Partly, To Confirm those who do profess that Religion of God, and His Messiah. But Chiefly, To Engage the Jewish Nation, unto the Religion of their Patriarchs; And, Bring down the Hearts of the Fathers into the Children, and the Disobedient unto the Wisdom of the Just; and so, To make Ready a People prepared for the Lord.",The Faith of the Fathers,,"Or, The Articles of the True Religion, All of them Exhibited In the Express Words of the Old Testament. Partly, To Confirm those who do profess that Religion of God, and His Messiah. But Chiefly, To Engage the Jewish Nation, unto the Religion of their Patriarchs; And, Bring down the Hearts of the Fathers into the Children, and the Disobedient unto the Wisdom of the Just; and so, To make Ready a People prepared for the Lord.","Printed by B. Green, and J. Allen",English,http://id.loc.gov/vocabulary/languages/eng,,,"In question and answer form. Rosenbach 7, Evans 874.","Chronological File, 1676 to 1900",,,,http://www.worldcat.org/title/faith-of-the-fathers-or-the-articles-of-the-true-religion-all-of-them-exhibited-in-the-express-words-of-the-old-testament-partly-to-coNo Worldcat Recordirm-those-who-do-profess-that-religion-of-god-and-his-messiah-but-chiefly-to-engage-the-jewish-nation-unto-the-religion-of-their-patriarchs-and-bring-down-the-hearts-of-the-fathers-into-the-children-and-the-disobedient-unto-the-wisdome-of-the-just-and-to-make-ready-a-people-prepared-for-the-lord/oclc/12561261/editions?editionsView=true&referer=br,,,,,http://eebo.chadwyck.com/search/full_rec?EeboId=12561261&ACTION=ByID&SOURCE=pgimages.cfg&ID=12561261&FILE=&SEARCHSCREEN=param%28SEARCHSCREEN%29&VID=63208&PAGENO=1&ZOOM=FIT&VIEWPORT=&CENTREPOS=&RESULTCLICK=&GOTOPAGENO=1&ZOOMLIST=FIT&ZOOMTEXTBOX=&SEARCHCONo Worldcat RecordIG=param%28SEARCHCONo Worldcat RecordIG%29&DISPLAY=param%28DISPLAY%29,42.360277777777775,-71.05777777777777,https://www.wikidata.org/wiki/Q380719,,No Worldcat Record,American Philosophical Soc.; Temple U.,Q100,7013445,"Mather, Cotton. The Faith of the Fathers; Or, The Articles of the True Religion, All of them Exhibited In the Express Words of the Old Testament. Partly, To Confirm those who do profess that Religion of God, and His Messiah. But Chiefly, To Engage the Jewish Nation, unto the Religion of their Patriarchs; And, Bring down the Hearts of the Fathers into the Children, and the Disobedient unto the Wisdom of the Just; and so, To make Ready a People prepared for the Lord. … Boston: Printed by B. Green, and J. Allen, 1699. 24 p.

In question and answer form. Rosenbach 7, Evans 874.

Copies: MB, MBAt, MH-H, NN, OCH, OU, PPAmP, ViU.",http://sws.geonames.org/4930956/,"BARTHOLOMEW GREEN AND JOHN ALLEN,MATHER, COTTON,MESSIAH,THE FAITH OF THE FATHERS"
0005,0005,,"<iframe src=""https://archive.org/embed/bim_early-english-books-1641-1700_the-order-of-the-gospel-_mather-increase_1700_0"" width=""560"" height=""384"" frameborder=""0"" webkitallowfullscreen=""true"" mozallowfullscreen=""true"" allowfullscreen></iframe>",bim_early-english-books-1641-1700_the-order-of-the-gospel-_mather-increase_1700_0,https://iiif.archive.org/iiif/2/bim_early-english-books-1641-1700_the-order-of-the-gospel-_mather-increase_1700_0/manifest.json,"Mather, Increase. The Order of the Gospel, Professed and Practiced by the Churches of Christ in New-England, Justified, by the Scripture, and by the Writings of many Learned men, both Ancient and Modern Divines; In Answer to several Questions, relating to Church Discipline. … Boston: Printed by B. Green & J. Allen, for Benjamin Eliot, 1700. 143, [1] p.","The Order of the Gospel, Professed and Practiced by the Churches of Christ in New-England, Justified, by the Scripture, and by the Writings of many Learned men, both Ancient and Modern Divines",1700,-8520336000,,Increase Mather,,,http://viaf.org/viaf/56653545,"Boston, MA",CtY-B | DLC | GEU-T | MB | MH-H | MWA | MiU-C | N | NIC | NN | PPT | RPJCB | ViU,"The Order of the Gospel, Professed and Practiced by the Churches of Christ in New-England, Justified, by the Scripture, and by the Writings of many Learned men, both Ancient and Modern Divines; In Answer to several Questions, relating to Church Discipline. …","The Order of the Gospel, Professed and Practiced by the Churches of Christ in New-England, Justified, by the Scripture, and by the Writings of many Learned men, both Ancient and Modern Divines",,"In Answer to several Questions, relating to Church Discipline. …","Printed by B. Green & J. Allen, for Benjamin Eliot",English,http://id.loc.gov/vocabulary/languages/eng,,,The discussion of the Lord’s Prayer (Question XVI) minimizes the early Jewish liturgy as a source. Evans 938.,"Chronological File, 1676 to 1900",,,,http://www.worldcat.org/title/order-of-the-gospel-professed-and-practised-by-the-churches-of-christ-in-new-england-justified-by-the-scripture-and-by-the-writings-of-many-learned-men-both-ancient-and-modern-divines-in-answer-to-several-questions-relating-to-church-discipline/oclc/62815365/editions?sd=desc&referer=di&se=yr&qt=facet_yr%3A&editionsView=true&fq=yr%3A1700,,,,,http://eebo.chadwyck.com/search/full_rec?SOURCE=pgimages.cfg&ACTION=ByID&ID=V44383,42.360277777777775,-71.05777777777777,https://www.wikidata.org/wiki/Q2632251,,No Worldcat Record,Library Co. Philadelphia; Temple U.,Q100,7013445,"Mather, Increase. The Order of the Gospel, Professed and Practiced by the Churches of Christ in New-England, Justified, by the Scripture, and by the Writings of many Learned men, both Ancient and Modern Divines; In Answer to several Questions, relating to Church Discipline. … Boston: Printed by B. Green & J. Allen, for Benjamin Eliot, 1700. 143, [1] p.

The discussion of the Lord’s Prayer (Question XVI) minimizes the early Jewish liturgy as a source. Evans 938.

Copies: CtY-B, DLC, GEU-T, MB, MH-H, MWA, MiU-C, N, NIC, NN, PPT, RPJCB, ViU.",http://sws.geonames.org/4930956/,"BARTHOLOMEW GREEN AND JOHN ALLEN,BENJAMIN ELIOT,MATHER, INCREASE"
0006,0006,,"<iframe src=""https://archive.org/embed/bim_early-english-books-1641-1700_the-fountain-opened-_willard-samuel_1700"" width=""560"" height=""384"" frameborder=""0"" webkitallowfullscreen=""true"" mozallowfullscreen=""true"" allowfullscreen></iframe>",bim_early-english-books-1641-1700_the-fountain-opened-_willard-samuel_1700,https://iiif.archive.org/iiif/2/bim_early-english-books-1641-1700_the-fountain-opened-_willard-samuel_1700/manifest.json,"Willard, Samuel. The Fountain Opened; or, The Great Gospel Priviledge of having Christ exhibited to Sinfull Men. Wherein also is proved that there shall be a National Calling of the Jews. From Zech. XIII. 1. … Boston: Printed by B. Green, and J. Allen, for Samuel Sewall Junior, 1700. [4], 208, [2] p.",The Fountain Opened,1700,-8520336000,,Samuel Willard,,,http://viaf.org/viaf/15119765,"Boston, MA",AJHS | CtY-B | DLC | GEU-T | MB | MBAt | MH-H | MHi | MSaPEM | MWA | NjP | PPL | RPJCB,"The fountain opened, or, The great gospel priviledge of having Christ exhibited to sinfull men",The fountain opened: ... 1700,bim_early-english-books-1641-1700_the-fountain-opened-_willard-samuel_1700,"or, The Great Gospel Priviledge of having Christ exhibited to Sinfull Men. Wherein also is proved that there shall be a National Calling of the Jews. From Zech. XIII. 1. …","Printed by B. Green, and J. Allen, for Samuel Sewall Junior",English,http://id.loc.gov/vocabulary/languages/eng,,,"Rosenbach 8, Evans 960.","Chronological File, 1676 to 1900",,,,http://www.worldcat.org/title/fountain-opened-or-the-great-gospel-priviledge-of-having-christ-exhibited-to-siNo Worldcat Recordull-men-wherein-also-is-proved-that-there-shall-be-a-national-calling-of-the-jews-from-zech-xiii-i/oclc/18196607/editions?sd=desc&referer=di&se=yr&qt=facet_yr%3A&editionsView=true&fq=yr%3A1700,,,,,http://eebo.chadwyck.com/search/full_rec?SOURCE=pgimages.cfg&ACTION=ByID&ID=V107001,42.360277777777775,-71.05777777777777,,,No Worldcat Record,Library Co. Philadelphia; Temple U.; Princeton U.,Q100,7013445,"Willard, Samuel. The Fountain Opened; or, The Great Gospel Priviledge of having Christ exhibited to Sinfull Men. Wherein also is proved that there shall be a National Calling of the Jews. From Zech. XIII. 1. … Boston: Printed by B. Green, and J. Allen, for Samuel Sewall Junior, 1700. [4], 208, [2] p.

Rosenbach 8, Evans 960.

Copies: AJHS, CtY-B, DLC, GEU-T, MB, MBAt, MH-H, MHi, MSaPEM (defective), MWA, NjP, PPL, RPJCB.",http://sws.geonames.org/4930956/,"BARTHOLOMEW GREEN AND JOHN ALLEN,EVANGELICAL PERFECTION,SAMUEL SEWALL,THE FOUNTAIN OPENED,WILLARD, SAMUEL"
0007,0007,,"<iframe src=""https://archive.org/embed/bim_early-english-books-1641-1700_the-fountain-opened-_willard-samuel_1700"" width=""560"" height=""384"" frameborder=""0"" webkitallowfullscreen=""true"" mozallowfullscreen=""true"" allowfullscreen></iframe>",bim_early-english-books-1641-1700_the-fountain-opened-_willard-samuel_1700,,"Willard, Samuel. The Fountain Opened; or, The Great Gospel Priviledge of having Christ exhibited to Sinfull Men. Wherein also is proved that there shall be a National Calling of the Jews. From Zech. XIII. 1. … Boston: Printed by B. Green, and J. Allen, for Benjamin Eliot, 1700. [4], 208, [2] p.",The Fountain Opened,1700,-8520336000,,Samuel Willard,,,http://viaf.org/viaf/15119765,"Boston, MA","American Antiquarian Society, Worcester, Mass.","The fountain opened, or, The great gospel priviledge of having Christ exhibited to sinfull men",The fountain opened: ... 1700,bim_early-english-books-1641-1700_the-fountain-opened-_willard-samuel_1700,"or, The Great Gospel Priviledge of having Christ exhibited to Sinfull Men. Wherein also is proved that there shall be a National Calling of the Jews. From Zech. XIII. 1.","Printed by B. Green, and J. Allen, for Benjamin Eliot",English,http://id.loc.gov/vocabulary/languages/eng,,,,"Chronological File, 1676 to 1900",,,,http://www.worldcat.org/title/fountain-opened-or-the-great-gospel-priviledge-of-having-christ-exhibited-to-siNo Worldcat Recordull-men-wherein-also-is-proved-that-there-shall-be-a-national-calling-of-the-jews-from-zech-xiii-i/oclc/18196607/editions?sd=desc&referer=di&se=yr&qt=facet_yr%3A&editionsView=true&fq=yr%3A1700,,,,,http://eebo.chadwyck.com/search/full_rec?SOURCE=pgimages.cfg&ACTION=ByID&ID=V107001,42.360277777777775,-71.05777777777777,,,No Worldcat Record,??,Q100,7013445,"Willard, Samuel. The Fountain Opened; or, The Great Gospel Priviledge of having Christ exhibited to Sinfull Men. Wherein also is proved that there shall be a National Calling of the Jews. From Zech. XIII. 1. … Boston: Printed by B. Green, and J. Allen, for Benjamin Eliot, 1700. [4], 208, [2] p.



Copies: MWA.",http://sws.geonames.org/4930956/,"BARTHOLOMEW GREEN AND JOHN ALLEN,BENJAMIN ELIOT,THE FOUNTAIN OPENED,WILLARD, SAMUEL"
0008,0008,,,,,"[Mather, Cotton]. American Tears upon the Ruines of the Greek Churches. A Compendious, but Entertaining History of the Darkness come upon the Greek Churches, In Europe and Asia. Composed by an American. ... With, An Appendix containing a Relation of the Conversion of a Jew, Named, Shalome Ben Shalomoh. Boston: Printed by B. Green, & J. Allen, for, & Sold by Samuel Sewall Junior, 1701. 80 p.","American Tears upon the Ruines of the Greek Churches. A Compendious, but Entertaining History of the Darkness come upon the Greek Churches, In Europe and Asia. Composed by an American. ... With, An Appendix containing a Relation of the Conversion of a Jew, Named, Shalome Ben Shalomoh.",1701,-8488800000,,Cotton Mather,,,http://viaf.org/viaf/17264481,"Boston, MA",AJHS | DLC | MH-AH | MH-H | MHi | MWA | ViU,American tears upon the ruines of the Greek churches,"American Tears upon the Ruines of the Greek Churches. A Compendious, but Entertaining History of the Darkness come upon the Greek Churches, In Europe and Asia. Composed by an American. ... With, An Appendix containing a Relation of the Conversion of a Jew, Named, Shalome Ben Shalomoh.",,,"Printed by B. Green, & J. Allen, for, & Sold by Samuel Sewall Junior",English,http://id.loc.gov/vocabulary/languages/eng,,,"Rosenbach 9, Evans 989.","Chronological File, 1676 to 1900",,,,http://www.worldcat.org/title/american-tears-upon-the-ruines-of-the-greek-churches-a-compendious-but-entertaining-history-of-the-darkness-come-upon-the-greek-churches-in-europe-and-asia/oclc/55817724/editions?referer=di&editionsView=true,,,,,http://iNo Worldcat Recordoweb.newsbank.com/iw-search/we/Evans/?p_product=EAIX&p_theme=eai&p_nbid=E48E46JAMTQzMTAyMjQ4My4xMTcyMTk6MToxNToxNjUuMTIzLjI1Mi4xMzA&p_action=doc&p_queryname=1&p_docref=v2:0F2B1FCB879B099B@EAIX-0F30157613580E90@989-0FAE8F2BED7953B0@1,42.360277777777775,-71.05777777777777,https://www.wikidata.org/wiki/Q380719,,No Worldcat Record,Temple U.; Rowan U.; Seton Hall U.,Q100,7013445,"[Mather, Cotton]. American Tears upon the Ruines of the Greek Churches. A Compendious, but Entertaining History of the Darkness come upon the Greek Churches, In Europe and Asia. Composed by an American. .. With, An Appendix containing a Relation of the Conversion of a Jew, Named, Shalome Ben Shalomoh. Boston: Printed by B. Green, & J. Allen, for, & Sold by Samuel Sewall Junior, 1701. 80 p.

Rosenbach 9, Evans 989.

Copies: AJHS, DLC, MH-AH, MH-H, MHi, MWA, ViU.",http://sws.geonames.org/4930956/,"AMERICAN TEARS UPON THE RUINES OF THE GREEK CHURCHES,BARTHOLOMEW GREEN AND JOHN ALLEN,MATHER, COTTON,RELATION OF THE CONVERSION OF A JEW,SAMUEL SEWALL"
0009,0009,,,,,"Mather, Increase. A Discourse concerning Faith And Fervency in Prayer, and the Glorious Kingdom of the Lord Jesus Christ, on Earth, Now Approaching. Delivered in Several Sermons, in which the Signs of the present Times are Considered, with a true Account of the late wonderful and Astonishing Success of the Gospel in Ceilon, Amboina, and Malabar. … Boston: Printed by B. Green, for Benj. Eliot, 1710. xix, 112, [6] p.","A Discourse concerning Faith And Fervency in Prayer, and the Glorious Kingdom of the Lord Jesus Christ, on Earth, Now Approaching. Delivered in Several Sermons, in which the Signs of the present Times are Considered, with a true Account of the late wonderful and Astonishing Success of the Gospel in Ceilon, Amboina, and Malabar.",1710,-8204803200,,Increase Mather,,,http://viaf.org/viaf/56653545,"Boston, MA",CSmH | DLC | MB | MWA | NIC | PPL,"A discourse concerning faith and fervency in prayer, and the glorious kingdom of the Lord Jesus Christ, on earth, now approaching","A Discourse concerning Faith And Fervency in Prayer, and the Glorious Kingdom of the Lord Jesus Christ, on Earth, Now Approaching. Delivered in Several Sermons, in which the Signs of the present Times are Considered, with a true Account of the late wonderful and Astonishing Success of the Gospel in Ceilon, Amboina, and Malabar.",,,"Printed by B. Green, for Benj. Eliot",English,http://id.loc.gov/vocabulary/languages/eng,,,Running title: The Kingdom of Christ is Approaching. Amen and Amen. The preface calls for the national conversion of the Jews. Evans 1471 (Evans 1472-1473 are for variant editions).,"Chronological File, 1676 to 1900",,,,http://www.worldcat.org/title/discourse-concerning-faith-and-fervency-in-prayer-and-the-glorious-kingdom-of-the-lord-jesus-christ-on-earth-now-approaching-delivered-in-several-sermons-in-which-the-signs-of-the-present-times-are-considered-with-a-true-account-of-the-late-wonderful-and-astonishing-success-of-the-gospel-in-ceilon-amboina-and-malabar/oclc/85776721/editions?referer=di&editionsView=true,,,,,,42.360277777777775,-71.05777777777777,https://www.wikidata.org/wiki/Q2632251,,No Worldcat Record,Rowan U.; Temple U.; Princeton U.,Q100,7013445,"Mather, Increase. A Discourse concerning Faith And Fervency in Prayer, and the Glorious Kingdom of the Lord Jesus Christ, on Earth, Now Approaching. Delivered in Several Sermons, in which the Signs of the present Times are Considered, with a true Account of the late wonderful and Astonishing Success of the Gospel in Ceilon, Amboina, and Malabar. … Boston: Printed by B. Green, for Benj. Eliot, 1710. xix, 112, [6] p.

Running title: The Kingdom of Christ is Approaching. Amen and Amen. The preface calls for the national conversion of the Jews. Evans 1471 (Evans 1472-1473 are for variant editions).

Copies: CSmH, DLC, MB, MWA, NIC, PPL.",http://sws.geonames.org/4930956/,"A DISCOURSE CONCERNING FAITH AND FERVENCY IN PRAYER,BARTHOLOMEW GREEN,BENJAMIN ELIOT,MATHER, INCREASE,THE KINGDOM OF CHRIST IS APPROACHING"
